name_metro,year,idhm,idhm_l,idhm_e,idhm_r,espvida,mort1,t_env,razdep,anosest,t_analf15m,t_analf18m,t_analf25m,t_fund25m,t_med25m,t_super25m,t_flfund,t_flmed,t_flsuper,rdpc,rdpct,renocup,prentrab,rdpc1,rdpc2,rdpc3,rdpc4,rdpc5,rdpc10,r1040,r2040,gini,theil,pind,pmpob,ppob,rind,rmpob,rpob,poptot,pop_young,pop_adult,pop_elder
Goiânia,2020,0.785,0.797,0.819,0.742,72.81,18.45,8.65,40.91,10.71,2.3,2.41,2.65,72.63,59.02,22.11,97.89,70.33,28.27,808.33,823.57,1366.98,76.22,196.08,383.92,563.97,817.83,2080.14,2857.81,9.85,7.17,0.453,0.333,1.92,3.82,14.02,1.8,54.24,157.26,2647751,490339,1879029,229086
Manaus,2021,0.711,0.709,0.758,0.67,67.53,25.37,6.31,42.42,11.05,1.88,1.92,2.29,78.37,65.73,19.78,96.51,67.8,19.76,517.88,528.87,1117.24,86.01,76.85,186.02,313.33,517.21,1495.94,2097.05,15.96,11.38,0.535,0.51,9.28,19.32,42.15,35.67,74.38,137,2631984,562736,1848076,166190
Belém,2021,0.745,0.764,0.76,0.711,70.83,17.88,8.31,44.25,11.18,1.62,1.68,1.96,78.45,65.65,21.99,95.91,55.73,20.27,667.22,677.37,1319.51,79.58,90.42,213.56,347.88,580.31,2107.67,3174.74,20.89,13.87,0.582,0.612,7.38,15.52,36.5,34.67,73.84,141.63,2342089,488626,1623674,194707
Macapá,2021,0.695,0.749,0.668,0.671,69.93,34.74,6.27,44.55,10.68,4.28,4.53,5.68,74.11,62.96,22.23,95.09,48.41,21.73,521.29,535.24,1144.84,86.75,87.38,203.42,315.69,532.08,1470.67,2014.8,13.86,10.11,0.516,0.45,5.83,18.69,38.42,25.07,83.04,139.43,647165,141086,447706,40568
Grande São Luís,2021,0.719,0.689,0.811,0.665,66.34,26.26,6.68,40.03,10.87,2.8,2.99,3.5,79.88,64.8,16.51,97.04,68.45,22.62,502.51,517.64,1037.64,79.29,74.41,191.57,316.91,497.52,1422.97,2073.91,15.59,10.7,0.528,0.486,8.99,17.87,40.53,26.01,67.68,135.72,1475593,279996,1053768,98551
Grande Teresina,2021,0.721,0.724,0.765,0.676,68.41,22.83,9.51,43.99,9.63,7.4,7.91,9.35,64.53,53.16,16.92,98.58,60.05,24.66,536.33,538.63,966.13,72.45,102.54,230.21,365.27,574.65,1403.23,1942.44,11.68,8.43,0.479,0.421,5.64,15.2,35.05,39.07,86.47,150.8,1232833,253488,856189,117299
Fortaleza,2021,0.745,0.729,0.8,0.709,68.75,20.93,9.19,42.9,10.15,5.34,5.67,6.33,72.36,57.27,15.25,96.07,63.61,23.66,660.94,666.36,1248.5,75.94,112.57,237.99,370.92,604.36,1983.79,2816.84,16.07,11.32,0.545,0.53,4.51,12.01,32.01,34.06,80.43,150.88,4027617,800680,2818418,370240
Natal,2021,0.743,0.781,0.699,0.752,71.85,20.29,9.46,39.9,10.51,6.34,6.53,7.56,70.44,60.41,24.68,96.59,55.09,16.57,862.56,871.66,1527.55,72.51,97.44,246.44,418.28,821.5,2735.49,4175.15,24.28,15.91,0.588,0.655,6.57,13.89,31.32,40.35,73.89,140.35,1568814,282630,1121400,148403
João Pessoa,2021,0.725,0.754,0.72,0.703,70.22,19.88,8.21,42.31,9.85,6.76,7.2,8.2,66.24,54.18,20.2,96.94,64.49,20.54,633.81,645.56,1316.9,73.33,78.92,205.8,328.2,547.19,2008.07,3074.42,21.6,14.11,0.589,0.625,9.42,18.44,39.32,39.73,73.63,140.69,1340075,262814,941629,110012
Recife,2021,0.746,0.773,0.782,0.688,71.36,16.63,9.12,42.39,10.34,4.71,4.89,5.79,73.12,61.03,17.1,97.17,63.05,23.74,578.34,592.21,1197.49,76.38,68.06,195.25,315.65,507.97,1812.24,2765.98,21.01,13.77,0.581,0.615,10.45,19.07,40.32,31.97,64.58,132.82,4047092,739525,2842172,368915
Maceió,2021,0.717,0.758,0.712,0.682,70.49,19.33,7.8,41.75,9.81,6.94,7.3,8.55,66.73,51.77,17.01,92.56,57.16,14.82,558.07,565.55,1048.41,71.21,94.2,216.27,327.01,510.61,1649.32,2420.7,15.59,10.62,0.537,0.512,6.91,14.5,37.66,35.2,71.66,148.71,1278970,260026,902286,99748
Aracaju,2021,0.739,0.753,0.746,0.719,70.16,18.84,6.51,40.08,10.62,5.14,5.44,6.18,74.36,60.27,19.49,95.85,49.29,24,700.58,713.75,1336.62,73.64,88.91,200.46,336.18,577.68,2301.48,3502.42,24.21,15.91,0.605,0.663,6.78,15.78,38.22,31.54,73.76,139.14,983876,198205,702349,64014
Salvador,2021,0.727,0.732,0.734,0.716,68.9,23.69,10.58,40.61,11.15,2.66,2.79,3.15,81.14,68.37,19.44,97.04,60.52,20.13,689.88,712.81,1263.06,69.9,74.06,215.9,369.88,625.59,2163.36,3059.42,21.1,14.92,0.582,0.613,9.42,17.84,34.66,30.48,65.65,126.71,3983002,588936,2832730,421215
Belo Horizonte,2021,0.797,0.824,0.801,0.767,74.41,13.51,9.79,40.99,11,2.09,2.19,2.5,74.83,62.71,25.64,99.17,63.77,23.68,948.38,958.79,1486.89,75.38,159.52,359.59,582.08,910.69,2732.38,3863.23,14.88,10.53,0.525,0.494,3.04,6.42,19.53,25.1,69.37,157.16,5429926,987214,3851298,531640
Grande Vitória,2021,0.796,0.883,0.769,0.743,77.99,8.96,8.72,45.67,10.86,2.82,2.98,3.33,74.74,62.48,21.2,97.66,59.28,22.2,814.58,832.3,1412.56,76.93,118.13,299.69,486.55,774.65,2403.61,3410.43,16.32,11.51,0.54,0.519,5.44,10.52,24.94,26.76,65.64,140.29,2033067,416678,1395635,177375
Rio de Janeiro,2021,0.805,0.869,0.774,0.776,77.12,10.78,13.98,44.11,11.43,1.41,1.46,1.62,79.33,67.04,26.29,96.21,65.18,25.09,998.53,1041.21,1779.48,72.49,115.52,315.07,526.72,902.15,3132.35,4538.49,21.08,14.55,0.581,0.586,6.55,10.15,21.96,15.29,48.22,126.63,12763342,1598412,8856861,1783829
São Paulo,2021,0.842,0.89,0.849,0.791,78.4,10.11,10.39,39.5,11.41,1.45,1.39,1.63,79.45,66.81,28.39,98.24,73.13,23.61,1100.21,1120.05,1883.9,79.37,155.87,376.19,609.32,992.3,3373.79,5014.62,18.85,12.68,0.563,0.566,4.1,7.18,18.02,25.49,61.13,144.75,22047443,3553103,15804357,2291276
Curitiba,2021,0.81,0.853,0.809,0.77,76.15,10.33,9.51,41.64,11.07,1.77,1.85,2.08,75.89,63.77,24.9,96.06,66.23,21.66,964.33,977.84,1625.87,80.5,202.76,416.85,619.18,965.75,2620.18,3667.04,11.84,8.46,0.488,0.403,2.1,4.27,13.18,15.84,66.67,156.13,3675991,678460,2595394,349457
Florianópolis,2021,0.833,0.862,0.83,0.808,76.71,12.15,10.02,44.53,11.86,1.66,1.68,1.85,82.7,69.15,34.77,97.56,75.73,42.86,1222.76,1234.72,1918.89,75.29,249.51,539.26,792.01,1238.86,3285.26,4704.82,11.93,8.33,0.484,0.405,1.25,4.42,9.92,13.49,90.89,156.36,1078968,212946,746519,108152
Porto Alegre,2021,0.788,0.834,0.749,0.783,75.05,13.01,12.55,43.94,11.19,1.22,1.27,1.43,76.35,63.47,22.96,98.91,64.41,21.96,1043.91,1058.22,1634.9,72.38,207.25,458.37,681,1033.16,2841.4,4024.13,12.09,8.54,0.491,0.427,3.19,4.58,11.44,21.45,49.87,139.1,4321911,714842,3002491,542504
Vale do Rio Cuiabá,2021,0.76,0.762,0.792,0.727,70.73,23.45,7.91,43.18,10.98,2.72,2.89,3.34,75.33,62.17,25.19,97.49,74.31,30.09,736.42,741.22,1414.24,85.66,161.29,318.82,493.38,714.74,1995.51,2845.98,11.86,8.31,0.484,0.407,2.25,6.2,22.16,28.75,86.51,169.32,945722,203171,660533,74800
Goiânia,2021,0.764,0.758,0.8,0.735,70.48,20.22,10.01,42.21,10.59,3.39,3.56,4.07,72.15,58.05,21.32,96.6,80.7,23.48,777.14,794.89,1367.13,82.06,145.81,324.31,506.16,757.59,2130.71,3059.2,13.01,9.06,0.5,0.422,3.84,7,20.14,19.1,63.53,146.88,2688129,467682,1890295,269091
